date,WY,WYD,P,CUM_P,Q_P300,Q_P301,ET,S,R,UPPER_R,LOWER_R
9/27/2005,2005,362,1.573003888,1370.636938,,0.23516129,2.063485074,1300.930446,1.573003888,1.573003888,1.573003888
9/28/2005,2005,363,0,1370.636938,,0.193354839,2.598525885,1298.138565,0,0,0
9/29/2005,2005,364,0,1370.636938,,0.175935484,2.630927083,1295.331702,0,0,0
9/30/2005,2005,365,0,1370.636938,,0.168096774,2.647261106,1292.516345,0,0,0
10/1/2005,2006,1,0,0,,0.163741935,2.459586077,1289.893017,0,0,0
10/2/2005,2006,2,0,0,,0.178548387,1.336602009,1288.377866,0,0,0
10/3/2005,2006,3,0,0,,0.191612903,1.803717196,1286.382536,0,0,0
10/4/2005,2006,4,0,0,,0.185516129,1.88547374,1284.311546,0,0,0
10/5/2005,2006,5,0,0,,0.171580645,2.057788934,1282.082177,0,0,0
10/6/2005,2006,6,0,0,,0.162,2.1699385,1279.750238,0,0,0
10/7/2005,2006,7,0,0,,0.151548387,2.160708064,1277.437982,0,0,0
10/8/2005,2006,8,0,0,,0.156774194,1.838720502,1275.442487,0,0,0
10/9/2005,2006,9,0,0,,0.159387097,1.79652546,1273.486574,0,0,0
10/10/2005,2006,10,0,0,,0.152419355,1.924853398,1271.409302,0,0,0
10/11/2005,2006,11,0,0,,0.14283871,1.890508576,1269.375954,0,0,0
10/12/2005,2006,12,0,0,,0.141096774,1.968861225,1267.265996,0,0,0
10/13/2005,2006,13,0,0,,0.135,2.022726004,1265.10827,0,0,0
10/14/2005,2006,14,0,0,,0.128032258,1.948272369,1263.031966,0,0,0
10/15/2005,2006,15,0,0,,0.139354839,0.876033675,1262.016577,0,0,0
10/16/2005,2006,16,0,0,,0.136741935,1.832630274,1260.047205,0,0,0
10/17/2005,2006,17,0,0,,0.125419355,1.208385082,1258.713401,0,0,0
10/18/2005,2006,18,0,0,,0.14283871,0.576022557,1257.994539,0,0,0
10/19/2005,2006,19,0,0,,0.159387097,1.176000848,1256.659151,0,0,0
10/20/2005,2006,20,0,0,,0.15416129,1.377851045,1255.127139,0,0,0
10/21/2005,2006,21,0,0,,0.133258065,1.791284177,1253.202597,0,0,0
10/22/2005,2006,22,0,0,,0.118451613,1.855427423,1251.228718,0,0,0
10/23/2005,2006,23,0,0,,0.11583871,1.836571713,1249.276307,0,0,0
10/24/2005,2006,24,7.078517497,7.078517497,,0.114096774,1.726181873,1254.514546,7.078517497,7.078517497,7.078517497
10/25/2005,2006,25,0,7.078517497,,0.162,1.025262636,1253.327284,0,0,0
10/26/2005,2006,26,0,7.078517497,,0.146322581,0.694639363,1252.486322,0,0,0
10/27/2005,2006,27,9.43802333,16.51654083,,0.230806452,0.165481443,1261.528057,9.43802333,9.43802333,9.43802333
10/28/2005,2006,28,0,16.51654083,,0.285677419,0.914909034,1260.327471,0,0,0
10/29/2005,2006,29,0,16.51654083,,0.263903226,0.694133571,1259.369434,0,0,0
10/30/2005,2006,30,0,16.51654083,,0.253451613,1.404342802,1257.711639,0,0,0
10/31/2005,2006,31,0,16.51654083,,0.231677419,1.627583995,1255.852378,0,0,0
11/1/2005,2006,32,0,16.51654083,,0.219483871,1.622542669,1254.010351,0,0,0
11/2/2005,2006,33,0,16.51654083,,0.217741935,0.928173467,1252.864436,0,0,0
11/3/2005,2006,34,0,16.51654083,,0.227322581,0.990635122,1251.646478,0,0,0
11/4/2005,2006,35,0,16.51654083,,0.231677419,0.971863984,1250.442937,0,0,0
11/5/2005,2006,36,0,16.51654083,,0.227322581,1.359666196,1248.855948,0,0,0
11/6/2005,2006,37,0,16.51654083,,0.222967742,0.810779446,1247.822201,0,0,0
11/7/2005,2006,38,3.146007777,19.6625486,,0.229064516,0.393601073,1250.345543,3.146007777,3.146007777,3.146007777
11/8/2005,2006,39,4.719011665,24.38156027,,0.27783871,0.45126234,1254.335454,4.719011665,4.719011665,4.719011665
11/9/2005,2006,40,0,24.38156027,,0.257806452,0.932532972,1253.145114,0,0,0
11/10/2005,2006,41,7.078517497,31.46007777,,0.278709677,0.616633637,1259.328288,7.078517497,7.078517497,7.078517497
11/11/2005,2006,42,0,31.46007777,,0.290903226,0.739920906,1258.297464,0,0,0
11/12/2005,2006,43,0,31.46007777,,0.259548387,1.067852138,1256.970064,0,0,0
11/13/2005,2006,44,0,31.46007777,,0.241258065,1.056887655,1255.671918,0,0,0
11/14/2005,2006,45,0,31.46007777,,0.229935484,1.231613588,1254.210369,0,0,0
11/15/2005,2006,46,0,31.46007777,,0.222096774,1.277489323,1252.710783,0,0,0
11/16/2005,2006,47,0,31.46007777,,0.215129032,1.205391623,1251.290262,0,0,0
11/17/2005,2006,48,0,31.46007777,,0.209032258,1.221790634,1249.859439,0,0,0
11/18/2005,2006,49,0,31.46007777,,0.203806452,1.257050674,1248.398582,0,0,0
11/19/2005,2006,50,0,31.46007777,,0.198580645,1.245030697,1246.954971,0,0,0
11/20/2005,2006,51,0,31.46007777,,0.195967742,1.166118924,1245.592884,0,0,0
11/21/2005,2006,52,0,31.46007777,,0.194225806,1.099083324,1244.299575,0,0,0
11/22/2005,2006,53,0,31.46007777,,0.191612903,0.935991488,1243.171971,0,0,0
11/23/2005,2006,54,0,31.46007777,,0.192483871,1.071185244,1241.908302,0,0,0
11/24/2005,2006,55,0,31.46007777,,0.192483871,0.94869053,1240.767127,0,0,0
11/25/2005,2006,56,5.505513609,36.96559138,,0.220354839,0.565123818,1245.487162,5.505513609,5.505513609,5.505513609
11/26/2005,2006,57,0,36.96559138,,0.23516129,0.450794834,1244.801206,0,0,0
11/27/2005,2006,58,0,36.96559138,,0.227322581,0.709238899,1243.864645,0,0,0
11/28/2005,2006,59,5.505513609,42.47110498,,0.236903226,0.411536319,1248.721719,5.505513609,5.505513609,5.505513609
11/29/2005,2006,60,9.43802333,51.90912831,,0.364064516,0.627164194,1257.168513,9.43802333,9.43802333,9.43802333
11/30/2005,2006,61,0,51.90912831,,0.300483871,0.883356098,1255.984673,0,0,0
12/1/2005,2006,62,60.5606497,112.469778,,0.99116129,0.148379315,1315.405782,60.5606497,60.5606497,60.5606497
12/2/2005,2006,63,44.83061082,157.3003888,,3.271354839,0.869426643,1356.095612,44.83061082,44.83061082,44.83061082
12/3/2005,2006,64,0,157.3003888,,0.648870968,0.416742044,1355.029999,0,0,0
12/4/2005,2006,65,0,157.3003888,,0.438096774,0.728075136,1353.863827,0,0,0
12/5/2005,2006,66,0,157.3003888,,0.396290323,0.784605858,1352.682931,0,0,0
12/6/2005,2006,67,0,157.3003888,,0.381483871,0.80059058,1351.500856,0,0,0
12/7/2005,2006,68,5.505513609,162.8059024,,0.344903226,0.66599897,1355.995468,5.505513609,5.505513609,5.505513609
12/8/2005,2006,69,5.505513609,168.3114161,0.341092174,0.340548387,0.699441554,1360.460991,5.505513609,5.505513609,5.505513609
12/9/2005,2006,70,0,168.3114161,0.300709565,0.317903226,0.76278975,1359.380298,0,0,0
12/10/2005,2006,71,0,168.3114161,0.275165217,0.297870968,0.839449287,1358.242978,0,0,0
12/11/2005,2006,72,0,168.3114161,0.264646957,0.28916129,0.804541353,1357.149275,0,0,0
12/12/2005,2006,73,0,168.3114161,0.243610435,0.291774194,0.460462518,1356.397039,0,0,0
12/13/2005,2006,74,0,168.3114161,0.213558261,0.290032258,0.749818952,1355.357187,0,0,0
12/14/2005,2006,75,0,168.3114161,0.203791304,0.278709677,0.713945186,1354.364533,0,0,0
12/15/2005,2006,76,0,168.3114161,0.199283478,0.272612903,0.798927635,1353.292992,0,0,0
12/16/2005,2006,77,0,168.3114161,0.195151304,0.265645161,0.672523747,1352.354823,0,0,0
12/17/2005,2006,78,0,168.3114161,0.194587826,0.263903226,0.85870046,1351.232219,0,0,0
12/18/2005,2006,79,77.86369247,246.1751085,2.696055652,1.356967742,0.045716224,1427.693228,24.00369247,48.83065337,69.50384489
12/19/2005,2006,80,0,246.1751085,1.429544348,1.076516129,1.050446905,1425.566265,0,0,0
12/20/2005,2006,81,0,246.1751085,0.767457391,0.874451613,1.171339171,1423.520474,6.6,3.636849726,1.157519994
12/21/2005,2006,82,1.573003888,247.7481124,0.657954783,0.849193548,1.208705741,1423.035579,8.713003888,5.44586762,2.721720164
12/22/2005,2006,83,3.146007777,250.8941202,0.683123478,0.836129032,1.136321408,1424.209136,10.28600778,7.024302586,4.303858138
12/23/2005,2006,84,0,250.8941202,0.634852174,0.778645161,1.273555511,1422.156935,7.14,3.824787976,1.067861596
12/24/2005,2006,85,0,250.8941202,0.552208696,0.727258065,1.428096982,1420.00158,7.14,3.842102381,1.096981277
12/25/2005,2006,86,11.79752916,262.6916494,0.556716522,0.882290323,0.987109325,1429.92971,12.27752916,12.06848363,11.89257077
12/26/2005,2006,87,23.59505832,286.2867077,2.034156522,1.593,0.256445344,1451.675323,3.881560269,13.14229745,20.57684231
12/27/2005,2006,88,0.786501944,287.0732096,0.838267826,0.974612903,0.793805793,1450.693406,0,0.200133432,0.641863992
12/28/2005,2006,89,18.08954472,305.1627543,1.154942609,1.364806452,0.441565195,1466.976579,23.27954472,20.89411805,18.90674987
12/29/2005,2006,90,0,305.1627543,0.99266087,1.113967742,0.659911351,1465.2027,0,0,0
12/30/2005,2006,91,6.292015553,311.4547699,0.775158261,0.915387097,0.770018804,1469.80931,10.57201555,8.614398009,6.982004229
12/31/2005,2006,92,106.1777625,417.6325324,57.97383652,21.91441935,0.139684751,1553.932968,97.22629128,112.0358507,107.7875426
1/1/2006,2006,93,47.97661859,465.6091509,14.29957565,15.08516129,0.27735358,1586.547072,0,46.68603453,47.54174085
1/2/2006,2006,94,91.23422552,556.8433765,6.119937391,18.25112903,0.105064395,1659.425104,0,32.67483747,76.71766676
1/3/2006,2006,95,9.43802333,566.2813998,10.21642435,6.454741935,0.085588588,1662.322797,0,0,1.79513113
1/4/2006,2006,96,3.932509721,570.2139095,10.86217043,3.758225806,1.073011361,1661.424069,0,1.963948092,4.382134309
1/5/2006,2006,97,0,570.2139095,11.09432348,3.039677419,1.12263075,1657.261761,0,0,0.22560052
1/6/2006,2006,98,0,570.2139095,10.87531826,2.678225806,1.179023796,1653.404512,0,0,0.169701576
1/7/2006,2006,99,0,570.2139095,10.32705391,2.405612903,0.66561967,1650.333279,0,0,0.157792416
1/8/2006,2006,100,0,570.2139095,9.688257391,2.133870968,0.875391262,1647.324017,0,0,0.03864286
1/9/2006,2006,101,0,570.2139095,9.18432,1.935290323,0.87647009,1644.512256,0,0,0.30464688
1/10/2006,2006,102,0,570.2139095,8.81186087,1.799419355,1.010394399,1641.702443,0,0,0.563607872
1/11/2006,2006,103,0,570.2139095,8.759457391,1.737580645,0.961435598,1639.003426,0,0,0
1/12/2006,2006,104,0,570.2139095,8.764153043,1.672258065,0.908180098,1636.422988,0,0,0
1/13/2006,2006,105,0,570.2139095,8.762086957,1.613032258,0.927147194,1633.882809,0,0,0.224602386
1/14/2006,2006,106,33.03308165,603.2469912,9.451784348,1.626096774,0.060583039,1665.229211,0,0,23.68320855
1/15/2006,2006,107,6.292015553,609.5390067,11.40010435,1.590387097,0.103079474,1669.82776,0,0,0
1/16/2006,2006,108,0,609.5390067,11.69085913,1.49283871,0.106468959,1668.228452,0,0,0
1/17/2006,2006,109,0,609.5390067,11.17715478,1.505032258,0.390468049,1666.332952,0,0,0
1/18/2006,2006,110,11.79752916,621.3365359,10.63321043,1.511129032,0.083934723,1676.535417,0,0,4.418216504
1/19/2006,2006,111,0,621.3365359,10.71059478,1.420548387,0.078740619,1675.036128,0,0,0
1/20/2006,2006,112,0,621.3365359,10.51187478,1.370032258,0.121459265,1673.544636,0,0,0
1/21/2006,2006,113,0,621.3365359,10.32386087,1.349129032,0.266687901,1671.928819,0,0,0.07178506
1/22/2006,2006,114,0,621.3365359,10.02934957,1.322129032,0.950351772,1669.656339,0,0,0.73095344
1/23/2006,2006,115,0,621.3365359,9.89805913,1.301225806,1.051640332,1667.303473,0,0,0.15289572
1/24/2006,2006,116,0,621.3365359,6.273015652,1.297741935,1.112406147,1664.893324,0,0,0
1/25/2006,2006,117,0,621.3365359,1.120382609,1.268129032,1.00276622,1662.622429,0,0,0
1/26/2006,2006,118,0,621.3365359,1.093523478,1.237645161,0.540557924,1660.844226,0,0,0
1/27/2006,2006,119,0,621.3365359,1.067791304,1.214129032,0.449306016,1659.180791,0,0,0
1/28/2006,2006,120,0,621.3365359,1.043749565,1.19583871,0.298128218,1657.686824,0,0.45605852,0.12834842
1/29/2006,2006,121,0,621.3365359,1.042810435,1.204548387,1.052594032,1655.429682,0,0.866714714,0.64456852
1/30/2006,2006,122,9.43802333,630.7745592,1.137286957,1.236774194,0.894000789,1662.73693,0,0,6.524838994
1/31/2006,2006,123,0.786501944,631.5610612,1.266135652,1.279451613,0.646486921,1661.597493,0,0,0
2/1/2006,2006,124,0,631.5610612,1.244723478,1.30383871,1.179027141,1659.114628,0,0.053733032,0.458537372
2/2/2006,2006,125,0,631.5610612,1.398553043,1.433612903,0.797005025,1656.88401,4.91,3.114374288,1.548615848
2/3/2006,2006,126,0,631.5610612,1.374886957,1.422290323,1.399267754,1654.062452,5.75,3.347009276,1.308720146
2/4/2006,2006,127,0,631.5610612,1.327366957,1.393548387,1.19108073,1651.477822,4.02,2.381701224,0.985106604
2/5/2006,2006,128,0,631.5610612,1.265947826,1.35783871,1.502395637,1648.617588,5.15,3.02143406,1.21198001
2/6/2006,2006,129,0,631.5610612,1.187812174,1.301225806,1.415895686,1645.900467,5.25,2.91721348,0.96156358
2/7/2006,2006,130,0,631.5610612,1.148368696,1.283806452,1.61084923,1643.005811,4.32,2.533592628,1.015151238
2/8/2006,2006,131,0,631.5610612,1.123387826,1.277709677,1.661003952,1640.067097,4.17,2.39525398,0.89519533
2/9/2006,2006,132,0,631.5610612,1.104417391,1.271612903,1.643349042,1637.152135,4.08,2.263972416,0.742026336
2/10/2006,2006,133,0,631.5610612,1.076806957,1.256806452,1.647868927,1634.24746,4.51,2.580182264,0.950747444
2/11/2006,2006,134,0,631.5610612,1.07042087,1.265516129,1.619243664,1631.3627,6.38,3.717928324,1.459179454
2/12/2006,2006,135,0,631.5610612,1.080563478,1.290774194,1.352712012,1628.719214,8.47,4.833573668,1.765142078
2/13/2006,2006,136,0,631.5610612,1.095213913,1.334322581,1.701305311,1625.683586,10.59,5.93642538,2.02704723
2/14/2006,2006,137,0,631.5610612,1.086949565,1.33083871,1.286041196,1623.066706,10.17,5.759700396,2.045400666
2/15/2006,2006,138,0,631.5610612,1.061593043,1.289032258,0.563138424,1621.214536,1.463831754,1.67949496,0.51040516
2/16/2006,2006,139,1.573003888,633.1340651,1.013321739,1.226322581,0.958378407,1620.602838,0,4.194775892,2.202988622
2/17/2006,2006,140,22.02205444,655.1561195,1.017829565,1.223709677,0.372745524,1641.028438,0,25.05905209,21.82815449
2/18/2006,2006,141,21.23555249,676.391672,1.053892174,1.243741935,0.113185435,1660.907063,0,0,15.94072225
2/19/2006,2006,142,14.94353694,691.3352089,1.04205913,1.215,0.110349965,1674.52525,0,0,5.929382679
2/20/2006,2006,143,0,691.3352089,1.005433043,1.184516129,0.101190446,1673.239543,0,0,0
2/21/2006,2006,144,0,691.3352089,0.982142609,1.177548387,0.212379351,1671.849615,0,0,0
2/22/2006,2006,145,0,691.3352089,0.993412174,1.197580645,1.362940933,1669.289094,0,0,0.52470282
2/23/2006,2006,146,0,691.3352089,1.021398261,1.217612903,1.629651429,1666.44183,0,1.56313216,1.07358136
2/24/2006,2006,147,0,691.3352089,1.022713043,1.218483871,1.671804249,1663.551541,0,0.28596824,0.61619204
2/25/2006,2006,148,0,691.3352089,1.024027826,1.210645161,1.690576729,1660.65032,0,2.36737332,1.15636422
2/26/2006,2006,149,3.146007777,694.4812167,1.033606957,1.189741935,0.63367433,1661.972911,0,4.513262909,3.830050499
2/27/2006,2006,150,53.4821322,747.9633489,4.692271304,4.375741935,0.168174102,1710.911127,0,50.06128553,53.65714916
2/28/2006,2006,151,48.76312054,796.7264694,13.48704,16.848,0.656230567,1742.170017,0,50.35214152,48.4150831
3/1/2006,2006,152,0,796.7264694,,5.179645161,0.960093547,1736.030278,0,0,0
3/2/2006,2006,153,7.078517497,803.8049869,,3.65283871,0.745197144,1738.71076,0,6.564244937,5.755272737
3/3/2006,2006,154,47.19011665,850.9951036,,3.214741935,0.072657959,1782.613477,0,2.25272573,26.26027283
3/4/2006,2006,155,0,850.9951036,,2.57283871,0.364879139,1779.675759,0,0,0
3/5/2006,2006,156,0,850.9951036,,1.785483871,1.183145988,1776.707129,0,1.3930904,1.9371884
3/6/2006,2006,157,31.46007777,882.4551814,,2.306322581,0.051951016,1805.808933,0,11.26895796,22.46149593
3/7/2006,2006,158,14.15703499,896.6122163,,2.737451613,0.088881847,1817.139635,0,0,7.179111035
3/8/2006,2006,159,0,896.6122163,,2.236645161,0.139499287,1814.76349,0,0,0
3/9/2006,2006,160,11.79752916,908.4097455,,2.216612903,0.137340998,1824.207066,0,1.660959163,8.738356202
3/10/2006,2006,161,22.02205444,930.4317999,,2.147806452,0.091692594,1843.989621,0,0,8.069629757
3/11/2006,2006,162,14.15703499,944.5888349,,2.099032258,0.08936108,1855.958263,0,0,3.897809135
3/12/2006,2006,163,5.505513609,950.0943486,,2.018032258,0.130443291,1859.315301,0,0,4.424264269
3/13/2006,2006,164,0,950.0943486,,1.980580645,0.203390668,1857.131329,0,0,0
3/14/2006,2006,165,21.23555249,971.329901,1.801627826,1.985806452,0.044802423,1876.336273,0,2.783943652,11.50446035
3/15/2006,2006,166,0,971.329901,1.801627826,1.949225806,0.424799125,1873.962248,0,0,0
3/16/2006,2006,167,0,971.329901,1.786413913,1.943129032,0.687382848,1871.331736,0,1.87482336,2.19136656
3/17/2006,2006,168,9.43802333,980.7679244,1.782469565,1.934419355,0.136897935,1878.698442,0,4.446076372,5.34629935
3/18/2006,2006,169,11.79752916,992.5654535,1.758991304,1.900451613,0.11596797,1888.479552,0,0,5.294425122
3/19/2006,2006,170,0,992.5654535,1.703958261,1.84383871,0.118684754,1886.517028,0,0,0
3/20/2006,2006,171,25.16806221,1017.733516,1.695693913,1.822064516,0.090738174,1909.772288,0,5.01248827,14.04026437
3/21/2006,2006,172,3.146007777,1020.879524,1.672027826,1.790709677,0.172325165,1910.955261,0,0,0
3/22/2006,2006,173,0,1020.879524,1.791109565,1.883903226,1.334034026,1907.737324,0,0.64089556,3.11406526
3/23/2006,2006,174,0,1020.879524,1.92578087,2.01716129,2.253735402,1903.466427,0,3.5888948,4.0672958
3/24/2006,2006,175,0,1020.879524,2.036973913,2.200064516,1.718541884,1899.547821,0,3.89156896,3.63713416
3/25/2006,2006,176,25.16806221,1046.047586,3.71952,4.518580645,0.120071475,1920.077231,0,7.375017013,17.46121801
3/26/2006,2006,177,0,1046.047586,3.204125217,4.185870968,1.628864977,1914.262495,0,0,0
3/27/2006,2006,178,4.719011665,1050.766597,2.711081739,3.024,1.300253184,1914.657253,0,2.429118394,4.252062245
3/28/2006,2006,179,74.7176847,1125.484282,5.355485217,5.836354839,0.025294307,1983.513289,0,0,33.05626111
3/29/2006,2006,180,6.292015553,1131.776298,4.104375652,3.70683871,0.214754317,1985.883711,0,0,0
3/30/2006,2006,181,0,1131.776298,3.249766957,2.486612903,1.215585425,1982.181513,0,0,3.20781764
3/31/2006,2006,182,22.80855638,1154.584854,3.19154087,2.547580645,0.136979843,2002.305509,0,3.356651624,10.29860754
4/1/2006,2006,183,15.73003888,1170.314893,3.179144348,2.415193548,0.376105251,2015.244249,0,0,8.524459783
4/2/2006,2006,184,7.078517497,1177.39341,3.070393043,2.352483871,0.999612112,2018.97067,0.258517497,5.204792017,9.051551917
4/3/2006,2006,185,113.25628,1290.64969,22.21776,15.51803226,0.148574585,2116.560344,109.2609997,111.7193219,112.5648323
4/4/2006,2006,186,73.14468081,1363.794371,29.00185043,26.66990323,0.2375974,2162.797524,0,19.20471761,39.58814801
4/5/2006,2006,187,15.73003888,1379.52441,12.19723826,13.07758065,0.076964067,2165.373018,0,0,0
4/6/2006,2006,188,39.32509721,1418.849507,9.154455652,16.227,1.057518692,2187.413596,33.58509721,41.47344697,47.25105817
4/7/2006,2006,189,21.23555249,1440.08506,8.384556522,10.69548387,2.000756098,2195.952909,29.88555249,32.33252901,33.39935391
4/8/2006,2006,190,2.359505832,1442.444566,7.83741913,11.76329032,1.467502577,2185.081622,7.979505832,8.034068992,7.680425692
4/9/2006,2006,191,20.44905055,1462.893616,7.13570087,8.387419355,1.018014852,2196.125238,33.01905055,29.20670511,25.73319231
4/10/2006,2006,192,29.88707388,1492.78069,6.470233043,6.729967742,0.461279817,2218.821065,19.65707388,23.6509068,27.0854247
4/11/2006,2006,193,0,1492.78069,5.982636522,7.069645161,0.675463207,2211.075956,0,0,0
4/12/2006,2006,194,0,1492.78069,7.156549565,8.337774194,1.998643534,2200.739538,6.16,5.67734156,4.91985626
4/13/2006,2006,195,0,1492.78069,7.832723478,11.27467742,2.828464357,2186.636397,20.68,14.83706092,9.41503882
4/14/2006,2006,196,5.505513609,1498.286204,9.570490435,15.75406452,0.553449767,2175.834396,25.61551361,18.65118509,12.50422019
4/15/2006,2006,197,0,1498.286204,9.100173913,15.70877419,1.128897969,2158.996724,7.522587487,7.38985056,4.72690776
4/16/2006,2006,198,29.88707388,1528.173278,8.113335652,13.45470968,0.266473845,2175.162614,0,9.033677887,19.70367589
4/17/2006,2006,199,5.505513609,1533.678791,7.701808696,11.7746129,1.245430733,2167.648084,0,0,0
4/18/2006,2006,200,0,1533.678791,6.908806957,11.151,2.191906946,2154.305177,2.6,3.21957248,3.46119008
4/19/2006,2006,201,0,1533.678791,7.161808696,10.85922581,2.519202412,2140.926749,14.79,10.50672272,6.55772912
4/20/2006,2006,202,0,1533.678791,7.881933913,11.37309677,2.742827351,2126.810825,19.82,13.29697464,7.47106644
4/21/2006,2006,203,0,1533.678791,8.79890087,11.88783871,1.882442522,2113.040544,20.23,13.88291896,8.14845916
4/22/2006,2006,204,4.719011665,1538.397803,8.79890087,11.38703226,0.5552826,2105.81724,18.40901166,13.52014654,9.234752145
4/23/2006,2006,205,5.505513609,1543.903316,8.79890087,10.94632258,0.667583709,2099.708848,13.92551361,11.11353569,8.610705289
4/24/2006,2006,206,0,1543.903316,8.79890087,10.33925806,0.726908641,2088.642681,10,6.62486112,3.62817552
4/25/2006,2006,207,0,1543.903316,8.79890087,9.763548387,1.551680885,2077.327452,11.85,8.0925784,4.7065864
4/26/2006,2006,208,0,1543.903316,8.79890087,10.55874194,2.383767901,2064.384942,21.18,14.2701802,8.0859667
4/27/2006,2006,209,0,1543.903316,8.79890087,11.81903226,3.180134368,2049.385775,31.28,20.51132504,10.99366484
4/28/2006,2006,210,0,1543.903316,8.79890087,13.71512903,3.407130221,2032.263516,37.84,24.11206732,12.12051322
4/29/2006,2006,211,0,1543.903316,8.79890087,15.47012903,2.840128914,2013.953258,39.17,25.0289228,12.6631838
4/30/2006,2006,212,0,1543.903316,8.79890087,16.23570968,2.831836198,1994.885712,39.26,24.66151624,11.97765004
5/1/2006,2006,213,0,1543.903316,8.79890087,16.40293548,2.876377101,1975.6064,40.36,25.12552352,11.93152592
5/2/2006,2006,214,0,1543.903316,8.79890087,15.68177419,2.883523112,1957.041102,37.73,22.73916436,9.89419006
5/3/2006,2006,215,0,1543.903316,8.79890087,14.34396774,2.678286922,1940.018848,33.08,19.8853682,8.5884647
5/4/2006,2006,216,0,1543.903316,8.79890087,13.72645161,2.198874198,1924.093522,31.84,19.28903824,8.51723704
5/5/2006,2006,217,0,1543.903316,8.79890087,12.67345161,1.813943336,1909.606127,33.7,19.7358004,7.8710734
5/6/2006,2006,218,0,1543.903316,8.79890087,12.4496129,2.011759358,1895.144755,33.43,19.63654869,7.907018248
5/7/2006,2006,219,0,1543.903316,8.79890087,12.73354839,3.40673662,1879.00447,32.15,19.13354219,8.022798232
5/8/2006,2006,220,0,1543.903316,8.79890087,12.38864516,2.683783492,1863.932041,42.03,24.03634431,8.844947252
5/9/2006,2006,221,0,1543.903316,8.79890087,11.87825806,3.012899695,1849.040883,43.83,25.04644898,9.191305096
5/10/2006,2006,222,0,1543.903316,8.79890087,11.46977419,3.393554157,1834.177555,52.7,29.20335253,9.517865622
5/11/2006,2006,223,0,1543.903316,8.79890087,10.95067742,3.418285477,1819.808592,58.36,32.07103514,10.08806819
5/12/2006,2006,224,0,1543.903316,8.79890087,10.53435484,3.485031106,1805.789206,54.56,29.44138292,8.520653086
5/13/2006,2006,225,0,1543.903316,8.79890087,10.09103226,3.646897684,1792.051276,15.93,8.485062358,2.30110942
5/14/2006,2006,226,0,1543.903316,8.79890087,9.477870968,3.592077263,1778.981328,1.34,0.826886486,0.218545454
5/15/2006,2006,227,0,1543.903316,8.79890087,8.640870968,2.516639111,1767.823818,0.22,0,0
5/16/2006,2006,228,0,1543.903316,3.070393043,8.133967742,2.905719398,1756.784131,0,0,0
5/17/2006,2006,229,0,1543.903316,6.32109913,7.627935484,2.337348947,1746.818846,0,0,0
5/18/2006,2006,230,0,1543.903316,4.572438261,7.131483871,3.656571529,1736.030791,0,0,0
5/19/2006,2006,231,0,1543.903316,4.367144348,6.628064516,1.615836096,1727.78689,0,0,0
5/20/2006,2006,232,0,1543.903316,4.146824348,6.068032258,2.969235003,1718.749623,0,0,0
5/21/2006,2006,233,18.87604666,1562.779363,4.687951304,6.651580645,0.229431257,1730.744658,18.87604666,18.87604666,18.87604666
5/22/2006,2006,234,14.94353694,1577.7229,5.963290435,8.007677419,0.648725656,1737.031792,14.94353694,14.94353694,14.94353694
5/23/2006,2006,235,0,1577.7229,4.5576,6.084580645,3.313313439,1727.633897,0,0,0
5/24/2006,2006,236,0,1577.7229,4.11696,5.521064516,3.360126789,1718.752706,0,0,0
5/25/2006,2006,237,0,1577.7229,3.916173913,5.171806452,2.587126791,1710.993773,0,0,0
5/26/2006,2006,238,0,1577.7229,3.754455652,4.860870968,2.187922462,1703.94498,0,0,0
5/27/2006,2006,239,0,1577.7229,3.623353043,4.62483871,0.977208033,1698.342933,0,0,0
5/28/2006,2006,240,0,1577.7229,3.443603478,4.36616129,2.814344982,1691.162427,0,0,0
5/29/2006,2006,241,0,1577.7229,3.280946087,4.137096774,3.272716396,1683.752613,0,0,0
5/30/2006,2006,242,0,1577.7229,3.127304348,3.916741935,3.569999837,1676.265872,0,0,0
5/31/2006,2006,243,0,1577.7229,2.957697391,3.584903226,3.812037089,1668.868931,0,0,0
6/1/2006,2006,244,0,1577.7229,2.845001739,3.364548387,3.875789368,1661.628593,0,0,0
6/2/2006,2006,245,0,1577.7229,2.773815652,3.24783871,3.683420567,1654.697334,0,0,0
6/3/2006,2006,246,0,1577.7229,2.715401739,3.144193548,3.87777411,1647.675367,0,0,0
6/4/2006,2006,247,0,1577.7229,2.647033043,3.030967742,3.928351353,1640.716047,0,0,0
6/5/2006,2006,248,0,1577.7229,2.55837913,2.891612903,3.921253832,1633.903181,0,0,0
6/6/2006,2006,249,0,1577.7229,2.498650435,2.799290323,3.346242422,1627.757648,0,0,0
6/7/2006,2006,250,0,1577.7229,2.438733913,2.713064516,3.053842776,1621.990741,0,0,0
6/8/2006,2006,251,0,1577.7229,2.367735652,2.601580645,3.479186581,1615.909973,0,0,0
6/9/2006,2006,252,0,1577.7229,2.29298087,2.490096774,3.715025459,1609.704851,0,0,0
6/10/2006,2006,253,0,1577.7229,2.225551304,2.396903226,3.609232165,1603.698716,0,0,0
6/11/2006,2006,254,0,1577.7229,2.183666087,2.337677419,3.23100128,1598.130037,0,0,0
6/12/2006,2006,255,0,1577.7229,2.148166957,2.271483871,3.454216925,1592.404336,0,0,0
