Date,STREAMFLOW_(CFS)
3/25/55,3000
3/26/55,2630
3/27/55,2340
3/28/55,2250
3/29/55,3960
3/30/55,6730
3/31/55,5570
4/1/55,4620
4/2/55,4080
4/3/55,3700
4/4/55,3180
4/5/55,2700
4/6/55,2380
4/7/55,2110
4/8/55,1900
4/9/55,1820
4/10/55,1770
4/11/55,2980
4/12/55,5340
4/13/55,8150
4/14/55,5100
4/15/55,3840
4/16/55,3810
4/17/55,3590
4/18/55,3050
4/19/55,2860
4/20/55,2920
4/21/55,2870
4/22/55,3040
4/23/55,3070
4/24/55,2760
4/25/55,2470
4/26/55,2470
4/27/55,2250
4/28/55,2160
4/29/55,2180
4/30/55,2010
5/1/55,1860
5/2/55,1690
5/3/55,1560
5/4/55,1450
5/5/55,1350
5/6/55,1270
5/7/55,1200
5/8/55,1120
5/9/55,1040
5/10/55,990
5/11/55,957
5/12/55,913
5/13/55,896
5/14/55,886
5/15/55,850
5/16/55,780
5/17/55,750
5/18/55,720
5/19/55,695
5/20/55,676
5/21/55,648
5/22/55,622
5/23/55,599
5/24/55,581
5/25/55,563
5/26/55,568
5/27/55,563
5/28/55,522
5/29/55,509
5/30/55,518
5/31/55,522
6/1/55,504
6/2/55,468
6/3/55,460
6/4/55,455
6/5/55,432
6/6/55,406
6/7/55,394
6/8/55,366
6/9/55,352
6/10/55,341
6/11/55,330
6/12/55,312
6/13/55,309
6/14/55,298
6/15/55,295
6/16/55,288
6/17/55,281
6/18/55,278
6/19/55,267
6/20/55,252
6/21/55,243
6/22/55,240
6/23/55,243
6/24/55,246
6/25/55,237
6/26/55,234
6/27/55,228
6/28/55,281
6/29/55,288
6/30/55,258
7/1/55,316
7/2/55,298
7/3/55,252
7/4/55,237
7/5/55,228
7/6/55,237
7/7/55,231
7/8/55,252
7/9/55,258
7/10/55,249
7/11/55,234
7/12/55,223
7/13/55,212
7/14/55,206
7/15/55,201
7/16/55,203
7/17/55,209
7/18/55,201
7/19/55,196
7/20/55,190
7/21/55,185
7/22/55,183
7/23/55,178
7/24/55,172
7/25/55,172
7/26/55,209
7/27/55,281
7/28/55,234
7/29/55,198
7/30/55,183
7/31/55,172
8/1/55,158
8/2/55,150
8/3/55,144
8/4/55,137
8/5/55,132
8/6/55,130
8/7/55,125
8/8/55,119
8/9/55,114
8/10/55,112
8/11/55,112
8/12/55,112
8/13/55,112
8/14/55,110
8/15/55,108
8/16/55,106
8/17/55,104
8/18/55,104
8/19/55,102
8/20/55,98
8/21/55,96
8/22/55,94
8/23/55,92
8/24/55,88
8/25/55,88
8/26/55,90
8/27/55,90
8/28/55,88
8/29/55,86
8/30/55,85
8/31/55,86
9/1/55,90
9/2/55,88
9/3/55,83
9/4/55,83
9/5/55,81
9/6/55,79
9/7/55,76
9/8/55,76
9/9/55,77
9/10/55,79
9/11/55,79
9/12/55,79
9/13/55,101
9/14/55,212
9/15/55,217
9/16/55,552
9/17/55,310
9/18/55,198
9/19/55,162
9/20/55,141
9/21/55,130
9/22/55,123
9/23/55,121
9/24/55,121
9/25/55,119
9/26/55,112
9/27/55,119
9/28/55,168
9/29/55,168
9/30/55,139
10/1/55,125
10/2/55,119
10/3/55,117
10/4/55,180
10/5/55,527
10/6/55,320
10/7/55,237
10/8/55,290
10/9/55,3720
10/10/55,5740
10/11/55,2100
10/12/55,1510
10/13/55,1170
10/14/55,913
10/15/55,755
10/16/55,644
10/17/55,572
10/18/55,509
10/19/55,464
10/20/55,419
10/21/55,382
10/22/55,366
10/23/55,345
10/24/55,330
10/25/55,502
10/26/55,974
10/27/55,891
10/28/55,1360
10/29/55,1300
10/30/55,1880
10/31/55,2300
11/1/55,3400
11/2/55,2500
11/3/55,1930
11/4/55,2680
11/5/55,2620
11/6/55,2050
11/7/55,1660
11/8/55,1390
11/9/55,1210
11/10/55,1130
11/11/55,1120
11/12/55,1140
11/13/55,1030
11/14/55,946
11/15/55,855
11/16/55,860
11/17/55,845
11/18/55,2460
11/19/55,15100
11/20/55,8260
11/21/55,4680
11/22/55,3390
11/23/55,3780
11/24/55,4760
11/25/55,11400
11/26/55,11900
11/27/55,10300
11/28/55,6360
11/29/55,4440
11/30/55,3660
12/1/55,4090
12/2/55,5180
12/3/55,5110
12/4/55,3890
12/5/55,3700
12/6/55,4020
12/7/55,3810
12/8/55,3720
12/9/55,4780
12/10/55,4420
12/11/55,6710
12/12/55,10900
12/13/55,7370
12/14/55,4900
12/15/55,3740
12/16/55,3380
12/17/55,2850
12/18/55,3190
12/19/55,7620
12/20/55,10700
12/21/55,19100
12/22/55,22300
12/23/55,11700
12/24/55,8070
12/25/55,6220
12/26/55,9410
12/27/55,10200
12/28/55,6830
12/29/55,4860
12/30/55,3820
12/31/55,3120
1/1/56,3090
1/2/56,3610
1/3/56,6930
1/4/56,22200
1/5/56,15600
1/6/56,10900
1/7/56,9370
1/8/56,7550
1/9/56,6280
1/10/56,5430
1/11/56,4650
1/12/56,4060
1/13/56,3850
1/14/56,4210
1/15/56,11700
1/16/56,14300
1/17/56,11000
1/18/56,7800
1/19/56,6240
1/20/56,5990
1/21/56,5580
1/22/56,5230
1/23/56,5300
1/24/56,5230
1/25/56,4640
1/26/56,3980
1/27/56,3500
1/28/56,2950
1/29/56,2760
1/30/56,2540
1/31/56,2280
2/1/56,2060
2/2/56,1880
2/3/56,1740
2/4/56,1620
2/5/56,1610
2/6/56,1510
2/7/56,1440
2/8/56,1360
2/9/56,1300
2/10/56,1230
2/11/56,1210
2/12/56,1550
2/13/56,1600
2/14/56,1590
2/15/56,1580
2/16/56,1420
2/17/56,1660
2/18/56,1930
2/19/56,2160
2/20/56,5770
2/21/56,10400
2/22/56,7240
2/23/56,5350
2/24/56,5040
2/25/56,5400
2/26/56,5100
2/27/56,5160
2/28/56,6910
2/29/56,6980
3/1/56,6310
3/2/56,9670
3/3/56,10200
3/4/56,12000
3/5/56,8440
3/6/56,5540
3/7/56,4350
3/8/56,5260
3/9/56,4780
3/10/56,3910
3/11/56,3260
3/12/56,2760
3/13/56,2430
3/14/56,2220
3/15/56,2060
3/16/56,2090
3/17/56,2200
3/18/56,2350
3/19/56,2370
3/20/56,2230
3/21/56,2380
3/22/56,2880
3/23/56,3300
3/24/56,4040
3/25/56,4570
3/26/56,5820
3/27/56,4640
3/28/56,3640
3/29/56,3050
3/30/56,3070
3/31/56,3790
4/1/56,3850
4/2/56,3230
4/3/56,2700
4/4/56,2390
4/5/56,2180
4/6/56,1970
4/7/56,1950
4/8/56,1820
4/9/56,1690
4/10/56,1620
4/11/56,1670
4/12/56,1540
4/13/56,1450
4/14/56,1410
4/15/56,1320
4/16/56,1230
4/17/56,1140
4/18/56,1080
4/19/56,1060
4/20/56,1050
4/21/56,1030
4/22/56,979
4/23/56,918
4/24/56,860
4/25/56,820
4/26/56,785
4/27/56,760
4/28/56,730
4/29/56,710
4/30/56,671
5/1/56,640
5/2/56,617
5/3/56,612
5/4/56,626
5/5/56,590
5/6/56,572
5/7/56,558
5/8/56,540
5/9/56,514
5/10/56,536
5/11/56,527
5/12/56,500
5/13/56,476
5/14/56,452
5/15/56,436
5/16/56,420
5/17/56,402
5/18/56,392
5/19/56,378
5/20/56,368
5/21/56,364
5/22/56,346
5/23/56,332
5/24/56,322
5/25/56,312
5/26/56,312
5/27/56,336
5/28/56,306
5/29/56,288
5/30/56,282
5/31/56,309
6/1/56,303
6/2/56,288
6/3/56,285
6/4/56,315
6/5/56,306
6/6/56,300
6/7/56,309
6/8/56,282
6/9/56,270
6/10/56,270
6/11/56,270
6/12/56,249
6/13/56,237
6/14/56,261
6/15/56,264
6/16/56,273
6/17/56,267
6/18/56,237
6/19/56,255
6/20/56,249
6/21/56,231
6/22/56,214
6/23/56,209
6/24/56,203
6/25/56,196
6/26/56,190
6/27/56,186
6/28/56,178
6/29/56,173
6/30/56,168
7/1/56,168
7/2/56,168
7/3/56,171
7/4/56,171
7/5/56,171
7/6/56,173
7/7/56,168
7/8/56,164
7/9/56,157
7/10/56,155
7/11/56,155
7/12/56,159
7/13/56,159
7/14/56,155
7/15/56,152
7/16/56,146
7/17/56,139
7/18/56,137
7/19/56,130
7/20/56,124
7/21/56,118
7/22/56,111
7/23/56,111
7/24/56,111
7/25/56,107
7/26/56,107
7/27/56,103
7/28/56,99
7/29/56,98
7/30/56,98
7/31/56,98
8/1/56,98
8/2/56,113
8/3/56,135
8/4/56,130
8/5/56,118
8/6/56,105
8/7/56,101
8/8/56,96
8/9/56,92
8/10/56,92
8/11/56,92
8/12/56,92
8/13/56,92
8/14/56,92
8/15/56,86
8/16/56,86
8/17/56,86
8/18/56,83
8/19/56,78
8/20/56,76
8/21/56,74
8/22/56,71
8/23/56,71
8/24/56,74
8/25/56,80
8/26/56,86
8/27/56,88
8/28/56,83
8/29/56,78
8/30/56,74
8/31/56,78
9/1/56,76
9/2/56,68
9/3/56,66
9/4/56,65
9/5/56,65
9/6/56,59
9/7/56,60
9/8/56,58
9/9/56,113
9/10/56,228
9/11/56,222
9/12/56,155
9/13/56,120
9/14/56,101
9/15/56,96
9/16/56,92
9/17/56,88
9/18/56,85
9/19/56,83
9/20/56,80
9/21/56,83
9/22/56,85
9/23/56,83
9/24/56,80
9/25/56,80
9/26/56,80
9/27/56,81
9/28/56,85
9/29/56,88
9/30/56,90
10/1/56,92
10/2/56,90
10/3/56,88
10/4/56,86
10/5/56,86
10/6/56,85
10/7/56,83
10/8/56,81
10/9/56,83
10/10/56,105
10/11/56,139
10/12/56,126
10/13/56,115
10/14/56,109
10/15/56,99
10/16/56,98
10/17/56,120
10/18/56,240
10/19/56,209
10/20/56,162
10/21/56,360
10/22/56,326
10/23/56,741
10/24/56,542
10/25/56,602
10/26/56,835
10/27/56,946
10/28/56,860
10/29/56,653
10/30/56,2000
10/31/56,1970
11/1/56,1770
11/2/56,1360
11/3/56,935
11/4/56,720
11/5/56,599
11/6/56,509
11/7/56,452
11/8/56,410
11/9/56,378
11/10/56,354
11/11/56,336
11/12/56,322
11/13/56,329
11/14/56,340
11/15/56,326
11/16/56,378
11/17/56,2130
11/18/56,1420
11/19/56,1010
11/20/56,810
11/21/56,685
11/22/56,604
11/23/56,540
11/24/56,492
11/25/56,460
11/26/56,420
11/27/56,399
11/28/56,378
11/29/56,360
11/30/56,340
12/1/56,329
12/2/56,315
12/3/56,322
12/4/56,472
12/5/56,527
12/6/56,472
12/7/56,428
12/8/56,428
12/9/56,554
12/10/56,3980
12/11/56,11800
12/12/56,7140
12/13/56,5760
12/14/56,4390
12/15/56,3460
12/16/56,3280
12/17/56,2700
12/18/56,2380
12/19/56,2080
12/20/56,1920
12/21/56,1810
12/22/56,1650
12/23/56,1650
12/24/56,1750
12/25/56,1580
12/26/56,1420
12/27/56,1300
12/28/56,1200
12/29/56,1090
12/30/56,1090
12/31/56,1070
1/1/57,1000
1/2/57,1010
1/3/57,968
1/4/57,935
1/5/57,875
1/6/57,825
1/7/57,1080
1/8/57,1560
1/9/57,1410
1/10/57,1590
1/11/57,2740
1/12/57,2990
1/13/57,2500
1/14/57,2180
1/15/57,1950
1/16/57,1810
1/17/57,1620
1/18/57,1480
1/19/57,1410
1/20/57,1730
1/21/57,1760
1/22/57,1660
1/23/57,1610
1/24/57,1520
1/25/57,1390
1/26/57,1260
1/27/57,1160
1/28/57,1080
1/29/57,1020
1/30/57,979
1/31/57,1030
2/1/57,2200
2/2/57,2320
2/3/57,1930
2/4/57,1840
2/5/57,2400
2/6/57,2880
2/7/57,2450
2/8/57,2330
2/9/57,2380
2/10/57,2460
2/11/57,2300
2/12/57,2040
2/13/57,1930
2/14/57,1930
2/15/57,1790
2/16/57,1660
2/17/57,1520
2/18/57,1400
2/19/57,1300
2/20/57,1210
2/21/57,1120
2/22/57,1460
2/23/57,2300
2/24/57,7520
2/25/57,9280
2/26/57,11700
2/27/57,7430
2/28/57,4770
3/1/57,3540
3/2/57,2790
3/3/57,2360
3/4/57,2260
3/5/57,2990
3/6/57,4600
3/7/57,10100
3/8/57,11600
3/9/57,7830
3/10/57,6490
3/11/57,5720
3/12/57,6410
3/13/57,6040
3/14/57,5230
3/15/57,5930
3/16/57,4910
3/17/57,3910
3/18/57,3180
3/19/57,2680
3/20/57,2410
3/21/57,2270
3/22/57,2250
3/23/57,2130
3/24/57,2150
3/25/57,2110
3/26/57,1930
3/27/57,1760
3/28/57,1640
3/29/57,1660
3/30/57,1640
3/31/57,2740
4/1/57,2540
4/2/57,2180
4/3/57,1930
4/4/57,1750
4/5/57,1730
4/6/57,1840
4/7/57,1720
4/8/57,1590
4/9/57,1460
4/10/57,1340
4/11/57,1260
4/12/57,1300
4/13/57,1300
4/14/57,1880
4/15/57,3150
4/16/57,2470
4/17/57,2070
4/18/57,1790
4/19/57,1600
4/20/57,1470
4/21/57,1330
4/22/57,1230
4/23/57,1150
4/24/57,1110
4/25/57,1010
4/26/57,952
4/27/57,896
4/28/57,855
4/29/57,810
4/30/57,815
5/1/57,790
5/2/57,930
5/3/57,880
5/4/57,770
5/5/57,715
5/6/57,676
5/7/57,648
5/8/57,662
5/9/57,680
5/10/57,680
5/11/57,640
5/12/57,604
5/13/57,604
5/14/57,581
5/15/57,554
5/16/57,522
5/17/57,550
5/18/57,1320
5/19/57,1080
5/20/57,935
5/21/57,815
5/22/57,775
5/23/57,730
5/24/57,680
5/25/57,640
5/26/57,599
5/27/57,568
5/28/57,540
5/29/57,509
5/30/57,484
5/31/57,468
6/1/57,452
6/2/57,436
6/3/57,420
6/4/57,410
6/5/57,406
6/6/57,440
6/7/57,399
6/8/57,385
6/9/57,371
6/10/57,354
6/11/57,346
6/12/57,371
6/13/57,385
6/14/57,518
6/15/57,635
6/16/57,480
6/17/57,399
6/18/57,368
6/19/57,343
6/20/57,322
6/21/57,309
6/22/57,303
6/23/57,291
6/24/57,282
6/25/57,276
6/26/57,270
6/27/57,267
6/28/57,261
6/29/57,255
6/30/57,246
7/1/57,243
7/2/57,240
7/3/57,228
7/4/57,220
7/5/57,217
7/6/57,212
7/7/57,209
7/8/57,201
7/9/57,196
7/10/57,193
7/11/57,193
7/12/57,196
7/13/57,190
7/14/57,234
7/15/57,267
7/16/57,217
7/17/57,196
7/18/57,193
7/19/57,186
7/20/57,176
7/21/57,173
7/22/57,168
7/23/57,166
7/24/57,162
7/25/57,159
7/26/57,155
7/27/57,150
7/28/57,150
7/29/57,150
7/30/57,150
7/31/57,146
8/1/57,143
8/2/57,139
8/3/57,139
8/4/57,148
8/5/57,155
8/6/57,198
8/7/57,203
8/8/57,173
8/9/57,168
8/10/57,159
8/11/57,155
8/12/57,150
8/13/57,141
8/14/57,139
8/15/57,132
8/16/57,128
8/17/57,128
8/18/57,128
8/19/57,128
8/20/57,124
8/21/57,120
8/22/57,120
8/23/57,111
8/24/57,109
8/25/57,107
8/26/57,107
8/27/57,105
8/28/57,103
8/29/57,103
8/30/57,105
8/31/57,105
9/1/57,103
9/2/57,103
9/3/57,103
9/4/57,101
9/5/57,98
9/6/57,94
9/7/57,98
9/8/57,92
9/9/57,90
9/10/57,88
9/11/57,85
9/12/57,86
9/13/57,86
9/14/57,86
9/15/57,81
9/16/57,81
9/17/57,88
9/18/57,94
9/19/57,90
9/20/57,86
9/21/57,83
9/22/57,81
9/23/57,78
9/24/57,74
9/25/57,74
9/26/57,88
9/27/57,146
9/28/57,146
9/29/57,118
9/30/57,103
10/1/57,99
10/2/57,105
10/3/57,141
10/4/57,196
10/5/57,196
10/6/57,173
10/7/57,198
10/8/57,214
10/9/57,240
10/10/57,188
10/11/57,159
10/12/57,152
10/13/57,279
10/14/57,402
10/15/57,249
10/16/57,190
10/17/57,166
10/18/57,150
10/19/57,139
10/20/57,130
10/21/57,124
10/22/57,122
10/23/57,143
10/24/57,288
10/25/57,273
10/26/57,288
10/27/57,231
10/28/57,193
10/29/57,173
10/30/57,164
10/31/57,152
11/1/57,148
11/2/57,139
11/3/57,135
11/4/57,128
11/5/57,128
11/6/57,124
11/7/57,122
11/8/57,122
11/9/57,122
11/10/57,175
11/11/57,590
11/12/57,1040
11/13/57,2740
11/14/57,1800
11/15/57,1310
11/16/57,935
11/17/57,710
11/18/57,662
11/19/57,622
11/20/57,554
11/21/57,518
11/22/57,448
11/23/57,410
11/24/57,378
11/25/57,354
11/26/57,329
11/27/57,309
11/28/57,350
11/29/57,312
11/30/57,291
12/1/57,398
12/2/57,685
12/3/57,581
12/4/57,496
12/5/57,448
12/6/57,1080
12/7/57,4230
12/8/57,2620
12/9/57,1670
12/10/57,1240
12/11/57,996
12/12/57,840
12/13/57,730
12/14/57,700
12/15/57,644
12/16/57,820
12/17/57,2480
12/18/57,5230
12/19/57,12200
12/20/57,17300
12/21/57,10600
12/22/57,7920
12/23/57,5530
12/24/57,5190
12/25/57,5450
12/26/57,7980
12/27/57,6090
12/28/57,6280
12/29/57,5480
12/30/57,4400
12/31/57,3640
1/1/58,3040
1/2/58,2610
1/3/58,2210
1/4/58,1930
1/5/58,1710
1/6/58,1540
1/7/58,1400
1/8/58,1430
1/9/58,1330
1/10/58,1460
1/11/58,2560
1/12/58,3860
1/13/58,3940
1/14/58,3390
1/15/58,4710
1/16/58,4100
1/17/58,4530
1/18/58,4010
1/19/58,3320
1/20/58,2970
1/21/58,2750
1/22/58,2420
1/23/58,2770
1/24/58,5160
1/25/58,4690
1/26/58,3880
1/27/58,3300
1/28/58,5280
1/29/58,8650
1/30/58,10500
1/31/58,9990
2/1/58,7040
2/2/58,4970
2/3/58,3880
2/4/58,3200
2/5/58,2760
2/6/58,2420
2/7/58,2400
2/8/58,2840
2/9/58,4900
2/10/58,5420
2/11/58,4320
2/12/58,6250
2/13/58,7170
2/14/58,5730
2/15/58,5190
2/16/58,7760
2/17/58,6480
2/18/58,6440
2/19/58,4960
2/20/58,3940
2/21/58,3270
2/22/58,2980
2/23/58,2760
2/24/58,3900
2/25/58,9130
2/26/58,7090
2/27/58,5520
2/28/58,4330
3/1/58,3580
3/2/58,3040
3/3/58,2600
3/4/58,2280
3/5/58,2130
3/6/58,1900
3/7/58,1880
3/8/58,2090
3/9/58,2400
3/10/58,2260
3/11/58,2060
3/12/58,1860
3/13/58,1710
3/14/58,1550
3/15/58,1430
3/16/58,1350
3/17/58,1310
3/18/58,1250
3/19/58,1160
3/20/58,1130
3/21/58,1100
3/22/58,1060
3/23/58,1000
3/24/58,1060
3/25/58,1760
3/26/58,1920
3/27/58,1610
3/28/58,1400
3/29/58,1330
3/30/58,1600
3/31/58,2180
4/1/58,2900
4/2/58,2860
4/3/58,3710
4/4/58,3100
4/5/58,2530
4/6/58,2230
4/7/58,2040
4/8/58,1810
4/9/58,1660
4/10/58,1620
4/11/58,1510
4/12/58,1390
4/13/58,1320
4/14/58,1260
4/15/58,1200
4/16/58,1470
4/17/58,2490
4/18/58,3060
4/19/58,2430
4/20/58,2960
4/21/58,3080
4/22/58,3120
4/23/58,3150
4/24/58,3070
4/25/58,2750
4/26/58,2370
4/27/58,2090
4/28/58,1860
4/29/58,1660
4/30/58,1500
5/1/58,1360
5/2/58,1260
5/3/58,1170
5/4/58,1080
5/5/58,1020
5/6/58,952
5/7/58,905
5/8/58,855
5/9/58,805
5/10/58,770
5/11/58,745
5/12/58,720
5/13/58,675
5/14/58,645
5/15/58,615
5/16/58,588
5/17/58,560
5/18/58,542
5/19/58,565
5/20/58,524
5/21/58,496
5/22/58,480
5/23/58,480
5/24/58,496
5/25/58,520
5/26/58,460
5/27/58,448
5/28/58,472
5/29/58,436
5/30/58,404
5/31/58,408
6/1/58,412
6/2/58,436
6/3/58,436
6/4/58,400
6/5/58,376
6/6/58,372
6/7/58,386
6/8/58,420
6/9/58,464
6/10/58,393
6/11/58,382
6/12/58,358
6/13/58,337
6/14/58,326
6/15/58,309
6/16/58,298
6/17/58,281
6/18/58,270
6/19/58,257
6/20/58,253
6/21/58,246
6/22/58,240
6/23/58,240
6/24/58,295
6/25/58,295
6/26/58,253
6/27/58,250
6/28/58,243
6/29/58,229
6/30/58,223
7/1/58,216
7/2/58,210
7/3/58,200
7/4/58,191
7/5/58,186
7/6/58,177
7/7/58,169
7/8/58,169
7/9/58,169
7/10/58,169
7/11/58,166
7/12/58,161
7/13/58,156
7/14/58,151
7/15/58,148
7/16/58,144
7/17/58,141
7/18/58,141
7/19/58,141
7/20/58,139
7/21/58,134
7/22/58,132
7/23/58,128
7/24/58,123
7/25/58,119
7/26/58,119
7/27/58,117
7/28/58,113
7/29/58,109
7/30/58,109
7/31/58,107
8/1/58,105
8/2/58,103
8/3/58,99
8/4/58,99
8/5/58,99
8/6/58,95
8/7/58,94
8/8/58,95
8/9/58,94
8/10/58,90
8/11/58,85
8/12/58,83
8/13/58,81
8/14/58,81
8/15/58,81
8/16/58,78
8/17/58,78
8/18/58,78
8/19/58,78
8/20/58,78
8/21/58,78
8/22/58,76
8/23/58,73
8/24/58,71
8/25/58,68
8/26/58,68
8/27/58,68
8/28/58,68
8/29/58,73
8/30/58,81
8/31/58,90
9/1/58,85
9/2/58,75
9/3/58,71
9/4/58,71
9/5/58,70
9/6/58,68
9/7/58,65
9/8/58,64
9/9/58,65
9/10/58,70
9/11/58,78
9/12/58,81
9/13/58,194
9/14/58,191
9/15/58,148
9/16/58,123
9/17/58,117
9/18/58,111
9/19/58,101
9/20/58,95
9/21/58,97
9/22/58,95
9/23/58,90
9/24/58,86
9/25/58,90
9/26/58,97
9/27/58,90
9/28/58,83
9/29/58,79
9/30/58,76
10/1/58,73
10/2/58,71
10/3/58,70
10/4/58,68
10/5/58,67
10/6/58,65
10/7/58,65
10/8/58,94
10/9/58,121
10/10/58,107
10/11/58,90
10/12/58,83
10/13/58,79
10/14/58,78
10/15/58,76
10/16/58,76
10/17/58,78
10/18/58,118
10/19/58,684
10/20/58,500
10/21/58,264
10/22/58,188
10/23/58,169
10/24/58,148
10/25/58,134
10/26/58,126
10/27/58,119
10/28/58,113
10/29/58,109
10/30/58,107
10/31/58,130
11/1/58,302
11/2/58,246
11/3/58,240
11/4/58,616
11/5/58,810
11/6/58,1540
11/7/58,1840
11/8/58,2370
11/9/58,3490
11/10/58,3280
11/11/58,1790
11/12/58,1420
11/13/58,3320
11/14/58,3250
11/15/58,2620
11/16/58,1880
11/17/58,1430
11/18/58,1850
11/19/58,8540
11/20/58,8310
11/21/58,4960
11/22/58,3500
11/23/58,3100
11/24/58,2000
11/25/58,1500
11/26/58,1300
11/27/58,1100
11/28/58,1000
11/29/58,1000
11/30/58,960
12/1/58,1000
12/2/58,1040
12/3/58,1500
12/4/58,1360
12/5/58,1190
12/6/58,1090
12/7/58,1400
12/8/58,1480
12/9/58,1350
12/10/58,1340
12/11/58,2050
12/12/58,2180
12/13/58,1890
12/14/58,1610
12/15/58,1400
12/16/58,1260
12/17/58,1160
12/18/58,1070
12/19/58,994
12/20/58,1050
12/21/58,1560
12/22/58,1430
12/23/58,1290
12/24/58,1230
12/25/58,1540
12/26/58,2610
12/27/58,4930
12/28/58,5140
12/29/58,4090
12/30/58,3540
12/31/58,3000
1/1/59,2590
1/2/59,2350
1/3/59,2050
1/4/59,1850
1/5/59,2260
1/6/59,2300
1/7/59,2550
1/8/59,9360
1/9/59,17400
1/10/59,13700
1/11/59,10600
1/12/59,16300
1/13/59,9360
1/14/59,6120
1/15/59,4490
1/16/59,3930
1/17/59,3440
1/18/59,3030
1/19/59,2810
1/20/59,2620
1/21/59,2380
1/22/59,2180
1/23/59,2070
1/24/59,2960
1/25/59,3100
1/26/59,2790
1/27/59,9420
1/28/59,9200
1/29/59,5920
1/30/59,5480
1/31/59,4700
2/1/59,3860
2/2/59,3230
2/3/59,2770
2/4/59,2410
2/5/59,2110
2/6/59,1970
2/7/59,1910
2/8/59,1750
2/9/59,1820
2/10/59,2610
2/11/59,2610
2/12/59,2240
2/13/59,2300
2/14/59,4730
2/15/59,4830
2/16/59,6440
2/17/59,6420
2/18/59,6190
2/19/59,8390
2/20/59,6870
2/21/59,4980
2/22/59,3960
2/23/59,3390
2/24/59,2930
2/25/59,2590
2/26/59,2310
2/27/59,2110
2/28/59,1920
3/1/59,1820
3/2/59,1660
3/3/59,1510
3/4/59,1390
3/5/59,1280
3/6/59,1210
3/7/59,1130
3/8/59,1080
3/9/59,1080
3/10/59,1060
3/11/59,965
3/12/59,950
3/13/59,1030
3/14/59,1050
3/15/59,975
3/16/59,925
3/17/59,915
3/18/59,965
3/19/59,1430
3/20/59,1250
3/21/59,1440
3/22/59,1620
3/23/59,1970
3/24/59,2000
3/25/59,2010
3/26/59,3200
3/27/59,3100
3/28/59,3010
3/29/59,3140
3/30/59,5090
3/31/59,4790
4/1/59,3920
4/2/59,3330
4/3/59,2800
4/4/59,2370
4/5/59,2030
4/6/59,1780
4/7/59,1570
4/8/59,1420
4/9/59,1300
4/10/59,1190
4/11/59,1100
4/12/59,1020
4/13/59,965
4/14/59,925
4/15/59,900
4/16/59,830
4/17/59,785
4/18/59,755
4/19/59,723
4/20/59,687
4/21/59,660
4/22/59,638
4/23/59,610
4/24/59,588
4/25/59,570
4/26/59,592
4/27/59,687
4/28/59,780
4/29/59,687
4/30/59,870
5/1/59,890
5/2/59,795
5/3/59,718
5/4/59,705
5/5/59,1380
5/6/59,1510
5/7/59,1150
5/8/59,970
5/9/59,910
5/10/59,870
5/11/59,790
5/12/59,728
5/13/59,678
5/14/59,705
5/15/59,732
5/16/59,664
5/17/59,664
5/18/59,656
5/19/59,633
5/20/59,597
5/21/59,562
5/22/59,542
5/23/59,514
5/24/59,490
5/25/59,486
5/26/59,490
5/27/59,486
5/28/59,470
5/29/59,443
5/30/59,422
5/31/59,412
6/1/59,394
6/2/59,387
6/3/59,387
6/4/59,401
6/5/59,470
6/6/59,415
6/7/59,380
6/8/59,376
6/9/59,660
6/10/59,646
6/11/59,526
6/12/59,482
6/13/59,440
6/14/59,415
6/15/59,394
6/16/59,373
6/17/59,356
6/18/59,348
6/19/59,335
6/20/59,315
6/21/59,306
6/22/59,300
6/23/59,291
6/24/59,291
6/25/59,285
6/26/59,282
6/27/59,282
6/28/59,282
6/29/59,279
6/30/59,264
7/1/59,255
7/2/59,246
7/3/59,240
7/4/59,234
7/5/59,243
7/6/59,252
7/7/59,276
7/8/59,258
7/9/59,231
7/10/59,216
7/11/59,207
7/12/59,195
7/13/59,189
7/14/59,186
7/15/59,184
7/16/59,181
7/17/59,175
7/18/59,170
7/19/59,164
7/20/59,159
7/21/59,154
7/22/59,149
7/23/59,146
7/24/59,149
7/25/59,149
7/26/59,146
7/27/59,142
7/28/59,137
7/29/59,135
7/30/59,135
7/31/59,130
8/1/59,126
8/2/59,124
8/3/59,124
8/4/59,124
8/5/59,124
8/6/59,121
8/7/59,117
8/8/59,111
8/9/59,107
8/10/59,101
8/11/59,99
8/12/59,99
8/13/59,99
8/14/59,99
8/15/59,99
8/16/59,97
8/17/59,97
8/18/59,97
8/19/59,97
8/20/59,97
8/21/59,103
8/22/59,107
8/23/59,105
8/24/59,99
8/25/59,93
8/26/59,90
8/27/59,90
8/28/59,97
8/29/59,97
8/30/59,93
8/31/59,90
9/1/59,93
9/2/59,93
9/3/59,90
9/4/59,113
9/5/59,380
9/6/59,514
9/7/59,352
9/8/59,243
9/9/59,186
9/10/59,156
9/11/59,137
9/12/59,130
9/13/59,126
9/14/59,128
9/15/59,146
9/16/59,175
9/17/59,156
9/18/59,230
9/19/59,1020
9/20/59,825
9/21/59,615
9/22/59,436
9/23/59,332
9/24/59,279
9/25/59,267
9/26/59,912
9/27/59,855
9/28/59,624
9/29/59,478
9/30/59,398
10/1/59,338
10/2/59,300
10/3/59,273
10/4/59,255
10/5/59,240
10/6/59,231
10/7/59,243
10/8/59,392
10/9/59,945
10/10/59,770
10/11/59,865
10/12/59,950
10/13/59,741
